종목,티커,단타확률,중장기확률,단타정확도,중장기정확도,신호
프로텍,053610.KS,31.1,47.11,50.34,54.05,SELL
메가엠디,133750.KS,51.51,47.08,57.58,50.61,SELL
알비더블유,361570.KS,21.06,47.07,53.4,44.88,SELL
POSCO홀딩스,005490.KS,35.83,47.05,52.68,48.42,SELL
우리손에프앤지,073560.KS,62.56,47.02,54.78,49.21,BUY
현대에버다임,041440.KS,65.25,47.02,50.89,50.11,SELL
동양고속,084670.KS,73.07,47.02,53.8,57.88,SELL
마니커에프앤지,195500.KS,39.23,47.0,54.83,43.62,SELL
동양,001520.KS,51.26,46.99,54.92,59.01,SELL
지니틱스,303030.KS,67.32,46.99,55.39,56.19,SELL
디지털대성,068930.KS,40.95,46.97,53.36,52.14,BUY
씨앤씨인터내셔널,352480.KS,71.79,46.92,51.3,40.18,SELL
케이씨,029460.KS,53.8,46.88,54.36,54.39,SELL
가온그룹,078890.KS,58.03,46.87,52.68,46.51,BUY
디젠스,113810.KS,41.24,46.85,54.92,55.29,BUY
TPC,048770.KS,85.33,46.84,51.57,58.9,SELL
KB제27호스팩,464680.KS,34.13,46.83,65.85,44.65,SELL
아이에이,038880.KS,48.84,46.82,60.18,65.54,SELL
전진건설로봇,079900.KS,85.59,46.81,58.49,61.0,SELL
유바이오로직스,206650.KS,56.86,46.8,51.2,53.95,BUY
사조씨푸드,014710.KS,36.61,46.76,54.59,49.44,SELL
솔루스첨단소재,336370.KS,47.74,46.72,45.69,46.72,SELL
코데즈컴바인,047770.KS,26.03,46.71,54.7,57.66,BUY
삼일,032280.KS,62.72,46.71,52.57,48.65,SELL
KB제29호스팩,478390.KS,52.39,46.68,58.47,64.29,SELL
SK스퀘어,402340.KS,33.91,46.67,42.35,54.15,SELL
네패스,033640.KS,63.55,46.66,52.46,50.0,SELL
성안머티리얼스,011300.KS,60.16,46.63,52.01,52.7,SELL
MDS테크,086960.KS,76.41,46.62,54.47,50.9,SELL
팜젠사이언스,004720.KS,44.65,46.61,55.37,49.1,SELL
도화엔지니어링,002150.KS,58.64,46.6,56.6,55.74,SELL
하이비젼시스템,126700.KS,40.31,46.6,52.91,52.03,SELL
동방,004140.KS,37.63,46.6,51.57,55.63,BUY
쇼박스,086980.KS,52.93,46.59,50.56,50.34,BUY
SNT에너지,100840.KS,48.71,46.56,52.35,48.2,SELL
HS화성,002460.KS,54.71,46.55,56.6,52.14,SELL
디비금융제14호스팩,0004Y0.KS,30.0,46.5,46.15,64.71,BUY
에스제이그룹,306040.KS,67.54,46.5,54.59,63.94,SELL
하이퍼코퍼레이션,065650.KS,49.41,46.49,53.58,52.14,BUY
코메론,049430.KS,60.08,46.48,53.8,47.52,SELL
엑스게이트,356680.KS,54.36,46.47,54.03,57.07,SELL
알테오젠,196170.KS,36.4,46.41,48.9,47.24,SELL
TJ미디어,032540.KS,38.92,46.37,52.13,49.55,BUY
오디텍,080520.KS,39.51,46.37,52.8,50.34,SELL
한국화장품제조,003350.KS,44.25,46.36,52.91,51.46,SELL
와이엠텍,273640.KS,54.46,46.36,54.35,48.58,SELL
메카로,241770.KS,28.51,46.33,50.67,47.56,BUY
일신석재,007110.KS,52.66,46.31,54.59,55.63,SELL
일승,333430.KS,59.9,46.31,53.7,48.46,SELL
더테크놀로지,043090.KS,35.47,46.3,62.19,61.49,WAIT
DB손해보험,005830.KS,45.67,46.29,51.34,51.58,BUY
유니온,000910.KS,33.2,46.28,55.03,53.04,SELL
한신공영,004960.KS,54.15,46.24,55.93,54.73,SELL
삼양통상,002170.KS,42.25,46.24,56.04,45.95,SELL
인포뱅크,039290.KS,61.18,46.23,52.35,51.58,SELL
한솔홀딩스,004150.KS,39.67,46.21,58.39,57.32,SELL
아미코젠,092040.KS,54.52,46.2,52.57,54.05,SELL
휴마시스,205470.KS,33.95,46.19,54.31,56.55,SELL
한국파마,032300.KS,46.94,46.18,53.1,63.57,SELL
한화엔진,082740.KS,58.37,46.18,51.34,47.41,SELL
샘표식품,248170.KS,33.19,46.15,55.16,51.01,SELL
로지스몬,223220.KS,49.0,46.14,62.47,51.88,BUY
그리티,204020.KS,34.95,46.14,58.2,55.19,SELL
KPX홀딩스,092230.KS,53.3,46.11,53.91,53.49,SELL
마녀공장,439090.KS,67.62,46.09,50.52,65.08,SELL
웰킵스하이텍,043590.KS,64.08,46.06,54.7,55.41,SELL
씨큐브,101240.KS,45.53,46.04,50.45,45.05,SELL
디바이스,187870.KS,61.61,46.0,54.27,45.44,SELL
현대바이오랜드,052260.KS,47.91,45.98,53.36,53.38,SELL
코아시아,045970.KS,60.23,45.97,50.0,53.15,SELL
영림원소프트랩,060850.KS,72.57,45.96,57.32,54.41,SELL
대한과학,131220.KS,54.38,45.93,54.36,60.47,SELL
더존비즈온,012510.KS,58.67,45.92,53.8,48.42,BUY
예스티,122640.KS,61.76,45.89,51.9,41.38,BUY
한성크린텍,066980.KS,51.89,45.88,53.91,55.07,BUY
제일테크노스,038010.KS,43.78,45.84,48.55,52.36,SELL
코람코라이프인프라리츠,357120.KS,37.83,45.79,55.64,59.8,SELL
한국전력공사,015760.KS,52.51,45.79,51.79,50.9,SELL
두산로보틱스,454910.KS,42.05,45.76,47.65,36.97,SELL
에스넷,038680.KS,48.93,45.75,54.36,57.21,SELL
국일제지,078130.KS,68.12,45.74,82.21,87.5,SELL
플라즈맵,405000.KS,44.87,45.73,60.17,60.43,BUY
인지컨트롤스,023800.KS,57.12,45.73,55.26,51.01,SELL
한국석유공업,004090.KS,19.06,45.73,53.02,50.9,BUY
에이전트AI,060900.KS,40.98,45.7,61.3,57.88,SELL
라이온켐텍,171120.KS,26.33,45.7,56.49,56.31,SELL
삐아,451250.KS,79.57,45.67,59.69,51.22,SELL
흥국화재,000540.KS,59.99,45.66,52.46,50.11,BUY
한화에어로스페이스,012450.KS,49.34,45.62,48.55,53.83,BUY
대한항공,003490.KS,39.95,45.62,55.37,52.59,SELL
한국알콜,017890.KS,60.08,45.61,53.36,51.8,SELL
얼라인드,238120.KS,27.64,45.6,52.86,54.96,BUY
ES큐브,050120.KS,46.6,45.6,54.25,51.69,SELL
LG씨엔에스,064400.KS,62.45,45.59,53.42,35.29,SELL
영보화학,014440.KS,42.05,45.53,51.57,49.55,SELL
원익큐브,014190.KS,48.61,45.53,51.9,53.04,SELL
이루온,065440.KS,65.68,45.51,54.03,51.58,SELL
케이아이엔엑스,093320.KS,48.66,45.51,53.69,53.27,SELL
오늘이엔엠,192410.KS,46.47,45.5,59.83,57.45,BUY
피제이전자,006140.KS,57.13,45.5,52.13,52.7,SELL
크린앤사이언스,045520.KS,74.31,45.46,55.15,51.8,SELL
엠투엔,033310.KS,70.07,45.45,56.04,52.93,SELL
셀트리온제약,068760.KS,64.09,45.45,54.36,49.77,SELL
럭스피아,092590.KS,28.89,45.44,61.59,61.2,BUY
올리패스,244460.KS,29.93,45.42,72.71,72.63,WAIT
애경케미칼,161000.KS,70.07,45.41,51.12,46.85,SELL
신한제12호스팩,474660.KS,38.16,45.4,81.06,54.76,WAIT
지엔씨에너지,119850.KS,57.91,45.39,48.77,51.69,SELL
제노텍,066830.KS,34.23,45.39,65.01,59.83,BUY
이랜시스,264850.KS,53.52,45.39,50.63,51.18,SELL
앤디포스,238090.KS,46.13,45.38,59.77,58.09,BUY
피에이치에이,043370.KS,49.03,45.38,54.36,44.93,SELL
코디,080530.KS,36.71,45.37,53.91,50.11,SELL
CJ프레시웨이,051500.KS,60.18,45.37,54.92,46.62,SELL
이렘,009730.KS,66.78,45.36,61.52,57.77,BUY
동일고무벨트,163560.KS,37.25,45.33,51.79,52.36,SELL
KSS해운,044450.KS,41.49,45.32,53.47,51.91,BUY
국도화학,007690.KS,60.94,45.29,53.02,50.79,SELL
선익시스템,171090.KS,54.74,45.24,52.36,48.11,BUY
성창기업지주,000180.KS,21.68,45.21,54.14,56.64,SELL
동양이엔피,079960.KS,32.04,45.21,54.7,45.5,SELL
코셈,360350.KS,42.26,45.18,53.52,56.62,BUY
테라젠이텍스,066700.KS,53.79,45.16,53.69,54.39,SELL
KEC,092220.KS,29.65,45.14,58.84,45.83,BUY
현대모비스,012330.KS,41.46,45.12,53.36,52.14,BUY
SM C&C,048550.KS,63.82,45.11,60.07,61.6,SELL
노루페인트,090350.KS,60.53,45.11,54.81,57.66,SELL
테이팩스,055490.KS,36.2,45.1,55.59,49.92,SELL
NICE인프라,063570.KS,49.06,45.09,55.48,47.97,SELL
삼호개발,010960.KS,49.33,45.08,48.99,50.56,SELL
한솔제지,213500.KS,64.23,45.08,54.43,59.68,SELL
새론오토모티브,075180.KS,40.38,45.08,53.47,56.19,BUY
NH프라임리츠,338100.KS,47.11,45.07,51.54,47.99,BUY
코스맥스엔비티,222040.KS,56.07,45.07,53.29,54.05,SELL
린드먼아시아,277070.KS,80.47,44.99,54.91,49.13,SELL
하이텍팜,106190.KS,55.4,44.95,54.59,48.99,BUY
주성코퍼레이션,109070.KS,56.39,44.91,89.04,89.75,SELL
두산밥캣,241560.KS,15.4,44.88,51.62,51.93,SELL
한전산업,130660.KS,57.52,44.87,51.23,51.01,BUY
이삭엔지니어링,351330.KS,48.39,44.87,53.69,47.11,SELL
상아프론테크,089980.KS,43.66,44.86,50.0,53.72,BUY
미스토홀딩스,081660.KS,33.17,44.84,51.57,55.29,SELL
삼성물산,028260.KS,39.74,44.83,51.16,50.55,SELL
서한,011370.KS,33.49,44.83,54.47,54.17,BUY
에프에스티,036810.KS,54.67,44.79,53.13,48.31,SELL
케이씨텍,281820.KS,57.06,44.78,52.91,49.58,SELL
화승인더스트리,006060.KS,28.49,44.77,55.03,51.91,SELL
케이비아이동국실업,001620.KS,56.01,44.77,54.14,56.64,BUY
파라텍,033540.KS,57.76,44.76,53.69,52.48,SELL
보성파워텍,006910.KS,34.64,44.76,50.56,54.73,BUY
롯데케미칼,011170.KS,45.91,44.66,52.24,55.97,SELL
아세아제지,002310.KS,48.81,44.62,52.35,47.3,BUY
팬엔터테인먼트,068050.KS,41.56,44.61,55.7,49.77,SELL
우진플라임,049800.KS,27.9,44.56,54.59,54.05,SELL
사조오양,006090.KS,46.59,44.53,56.71,52.25,SELL
레드우즈,266170.KS,39.42,44.53,61.22,57.84,BUY
호텔신라,008770.KS,34.26,44.53,53.24,50.11,SELL
대창단조,015230.KS,39.58,44.52,51.45,53.49,SELL
자이에스앤디,317400.KS,51.07,44.5,55.87,48.9,SELL
알에스오토메이션,140670.KS,37.63,44.49,51.04,49.35,SELL
한국쉘석유,002960.KS,45.45,44.49,51.79,38.63,BUY
밸로프,331520.KS,57.82,44.49,54.55,57.02,SELL
코콤,015710.KS,44.81,44.47,54.59,60.7,SELL
세아제강,306200.KS,60.96,44.44,53.89,42.7,SELL
에코프로에이치엔,383310.KS,60.95,44.43,49.28,50.15,SELL
포시에스,189690.KS,55.94,44.43,51.61,49.69,SELL
DXVX,180400.KS,68.46,44.42,60.12,55.77,SELL
유안타제15호스팩,473050.KS,25.9,44.38,68.09,34.07,SELL
누리플렉스,040160.KS,38.36,44.35,52.57,46.51,BUY
지에스이,053050.KS,44.72,44.34,54.59,51.58,BUY
맥쿼리인프라,088980.KS,58.09,44.34,54.03,46.17,SELL
우주일렉트로,065680.KS,52.53,44.33,54.25,56.64,SELL
디와이씨,310870.KS,45.67,44.32,49.43,53.95,BUY
HD현대에너지솔루션,322000.KS,27.48,44.32,51.64,45.13,BUY
휴먼테크놀로지,175140.KS,70.6,44.3,54.2,53.76,SELL
GS리테일,007070.KS,64.08,44.28,51.45,51.24,SELL
갤럭시아머니트리,094480.KS,44.41,44.24,51.23,50.34,SELL
APS,054620.KS,45.15,44.24,57.83,57.66,BUY
천보,278280.KS,54.87,44.23,50.87,53.83,SELL
네패스아크,330860.KS,56.1,44.22,52.34,50.79,SELL
더블유에스아이,299170.KS,73.35,44.18,56.64,51.68,SELL
피씨디렉트,051380.KS,44.47,44.18,53.47,44.37,SELL
현대위아,011210.KS,36.03,44.13,52.91,51.24,BUY
서흥,008490.KS,49.28,44.11,56.38,51.69,SELL
콜마비앤에이치,200130.KS,45.72,44.11,54.89,51.72,SELL
감성코퍼레이션,036620.KS,68.33,44.1,53.91,49.55,SELL
세코닉스,053450.KS,59.4,44.09,51.57,53.94,SELL
KBG,318000.KS,73.78,44.09,53.65,50.0,SELL
모비릭스,348030.KS,31.59,44.07,53.93,70.8,SELL
램테크놀러지,171010.KS,43.45,44.04,55.26,52.82,SELL
엠게임,058630.KS,59.61,44.01,49.44,53.27,SELL
노브메타파마,229500.KS,30.64,44.0,69.05,64.67,SELL
미디어젠,279600.KS,44.73,44.0,64.52,39.5,SELL
디지캡,197140.KS,66.65,43.96,52.57,48.35,SELL
미래생명자원,218150.KS,32.72,43.94,54.79,59.97,BUY
모아라이프플러스,142760.KS,47.81,43.91,53.52,55.5,SELL
엑세스바이오,950130.KS,41.01,43.87,59.96,58.67,SELL
오공,045060.KS,55.42,43.87,54.81,55.29,SELL
메이슨캐피탈,021880.KS,36.29,43.85,57.05,61.6,SELL
옴니시스템,057540.KS,35.38,43.85,51.23,44.93,SELL
삼진,032750.KS,54.52,43.81,55.37,50.23,SELL
나무가,190510.KS,50.69,43.8,51.79,52.21,SELL
코렌텍,104540.KS,43.74,43.76,55.7,57.09,SELL
성우전자,081580.KS,47.07,43.75,55.26,50.56,BUY
이수앱지스,086890.KS,36.04,43.75,52.13,53.04,SELL
CS,065770.KS,48.9,43.74,55.82,61.37,SELL
유성티엔에스,024800.KS,45.91,43.74,52.35,50.9,BUY
경동도시가스,267290.KS,52.85,43.72,54.05,54.32,SELL
제이엠아이,033050.KS,60.69,43.71,56.94,51.58,BUY
티이엠씨씨엔에스,241790.KS,52.14,43.69,52.89,53.36,SELL
한일철강,002220.KS,48.11,43.69,51.68,49.1,SELL
슈피겐코리아,192440.KS,51.14,43.66,59.3,58.81,BUY
대창스틸,140520.KS,41.66,43.63,45.26,58.33,SELL
무림P&P,009580.KS,49.78,43.62,54.7,48.87,BUY
마이크로컨텍솔,098120.KS,57.64,43.61,51.34,49.32,BUY
홈캐스트,064240.KS,47.51,43.6,54.14,55.07,SELL
네오이뮨텍,950220.KS,36.71,43.59,50.83,61.02,SELL
산돌,419120.KS,72.21,43.58,56.25,59.83,SELL
아이씨에이치,368600.KS,71.86,43.58,55.43,69.84,SELL
와이씨,232140.KS,58.14,43.57,50.81,50.27,SELL
엑스플러스,373200.KS,42.36,43.57,47.11,49.02,BUY
흥국에프엔비,189980.KS,74.44,43.55,56.09,54.7,SELL
심텍홀딩스,036710.KS,59.77,43.54,54.81,48.31,SELL
아이엠비디엑스,461030.KS,75.91,43.54,56.72,54.69,SELL
수산인더스트리,126720.KS,37.23,43.53,50.58,44.84,SELL
에스티아이,039440.KS,46.56,43.53,53.13,51.24,SELL
한국수출포장공업,002200.KS,56.4,43.51,57.16,48.99,SELL
쎌바이오텍,049960.KS,56.88,43.49,52.68,51.91,WAIT
토비스,051360.KS,32.84,43.48,53.13,51.8,SELL
HLB파나진,046210.KS,42.84,43.48,52.8,52.36,BUY
한진,002320.KS,30.1,43.45,55.82,55.52,SELL
셀트리온,068270.KS,42.03,43.45,52.35,49.66,SELL
폴라리스세원,234100.KS,43.62,43.43,56.66,55.9,SELL
바른손이앤에이,035620.KS,50.73,43.41,56.38,63.06,SELL
제이씨케미칼,137950.KS,37.96,43.4,56.82,58.22,BUY
프레스티지바이오로직스,334970.KS,45.83,43.36,56.23,46.48,SELL
대유에이텍,002880.KS,42.0,43.34,55.48,48.42,SELL
제이티,089790.KS,49.67,43.32,52.24,53.72,SELL
그래디언트,035080.KS,64.07,43.3,52.91,56.98,SELL
멀티캠퍼스,067280.KS,36.82,43.25,55.48,44.59,SELL
에이스테크,088800.KS,74.82,43.25,54.14,52.48,SELL
신한제14호스팩,487360.KS,56.15,43.24,55.56,29.33,BUY
스틱인베스트먼트,026890.KS,40.55,43.23,49.55,47.86,SELL
테크트랜스,258050.KS,24.79,43.2,60.14,57.17,BUY
엔에스컴퍼니,224760.KS,51.22,43.2,68.09,54.04,SELL
휴온스글로벌,084110.KS,32.51,43.19,51.12,45.72,BUY
이수스페셜티케미컬,457190.KS,60.45,43.16,48.98,38.42,SELL
윌비스,008600.KS,54.79,43.14,54.7,53.38,SELL
버킷스튜디오,066410.KS,36.44,43.13,91.5,89.86,WAIT
제노레이,122310.KS,47.05,43.13,53.36,61.68,SELL
삼양홀딩스,000070.KS,55.92,43.12,54.47,51.69,BUY
듀오백,073190.KS,47.19,43.11,55.26,51.35,SELL
케이티스카이라이프,053210.KS,39.11,43.1,56.04,63.06,SELL
코오롱,002020.KS,47.26,43.09,54.14,57.88,SELL
신세계I&C,035510.KS,47.7,43.08,53.91,45.16,SELL
인디에프,014990.KS,51.39,43.08,56.04,60.25,SELL
이씨에스,067010.KS,55.11,43.07,51.45,44.59,SELL
오리엔트바이오,002630.KS,49.15,43.06,56.49,61.82,SELL
iMBC,052220.KS,38.48,43.05,53.8,58.11,SELL
드림씨아이에스,223250.KS,47.9,43.04,52.62,44.93,SELL
시너지이노베이션,048870.KS,64.47,43.04,54.03,50.23,SELL
바이오솔루션,086820.KS,38.72,43.02,53.73,48.8,BUY
디아이,003160.KS,62.91,43.01,50.56,52.93,SELL
오리콤,010470.KS,48.57,43.0,52.46,52.25,SELL
하나투어,039130.KS,50.25,42.99,50.89,45.38,SELL
인크로스,216050.KS,51.52,42.99,57.77,57.25,SELL
제닉,123330.KS,37.08,42.97,52.8,54.5,SELL
대동고려삼,178600.KS,38.7,42.96,64.13,62.3,SELL
체리부로,066360.KS,22.94,42.94,55.07,56.64,BUY
바이오인프라생명과학,266470.KS,36.5,42.92,55.53,53.48,SELL
세방,004360.KS,57.45,42.92,49.33,48.54,SELL
대원화성,024890.KS,41.36,42.91,57.94,58.0,SELL
빅솔론,093190.KS,58.69,42.9,53.47,47.18,SELL
에스케이바이오팜,326030.KS,43.29,42.85,50.12,44.58,SELL
오르비텍,046120.KS,69.14,42.84,52.91,53.94,SELL
경동나비엔,009450.KS,43.76,42.84,50.45,44.93,SELL
태광,023160.KS,53.61,42.81,50.45,48.65,SELL
에이에스텍,453860.KS,42.26,42.81,48.43,58.82,SELL
모트렉스,118990.KS,75.73,42.79,53.76,56.38,SELL
바른손,018700.KS,43.94,42.76,56.71,55.07,SELL
화승엔터프라이즈,241590.KS,47.78,42.76,55.46,53.37,SELL
삼양케이씨아이,036670.KS,49.33,42.75,52.68,47.86,SELL
하나33호스팩,475250.KS,29.35,42.73,65.89,37.1,BUY
MH에탄올,023150.KS,35.07,42.71,51.23,38.29,SELL
현대공업,170030.KS,69.7,42.68,55.03,52.82,SELL
바이오톡스텍,086040.KS,60.21,42.66,55.03,53.04,BUY
농심홀딩스,072710.KS,69.74,42.65,55.15,50.0,SELL
썸에이지,208640.KS,21.85,42.63,59.85,55.79,SELL
부산주공,005030.KS,37.7,42.63,91.61,91.55,WAIT
유신,054930.KS,37.69,42.62,54.81,52.7,SELL
나라엠앤디,051490.KS,70.56,42.59,54.25,53.04,SELL
엘브이엠씨,900140.KS,47.93,42.58,54.03,59.01,SELL
인바디,041830.KS,63.9,42.58,52.24,49.44,SELL
윈스테크넷,136540.KS,37.55,42.56,52.46,50.11,SELL
현대리바트,079430.KS,42.85,42.51,55.03,57.43,BUY
삼륭물산,014970.KS,65.79,42.51,52.35,58.78,SELL
한세예스24홀딩스,016450.KS,43.58,42.5,51.23,48.99,BUY
세명전기,017510.KS,54.74,42.5,53.91,52.93,SELL
현대지에프홀딩스,005440.KS,51.84,42.49,52.91,50.9,BUY
피아이이,452450.KS,65.63,42.47,63.51,51.47,SELL
캠시스,050110.KS,53.0,42.47,53.47,63.29,SELL
DMS,068790.KS,42.32,42.46,63.98,67.45,BUY
이엠넷,123570.KS,43.37,42.45,57.16,48.99,SELL
엘앤씨바이오,290650.KS,53.02,42.42,52.9,50.47,SELL
씨엔플러스,115530.KS,32.55,42.4,54.25,54.95,SELL
제이에스코퍼레이션,194370.KS,40.94,42.38,52.93,50.96,SELL
경보제약,214390.KS,41.0,42.37,62.36,60.26,SELL
에이티넘인베스트,021080.KS,47.38,42.37,52.46,52.14,SELL
유성기업,002920.KS,56.8,42.35,55.03,54.73,SELL
삼정펄프,009770.KS,44.42,42.35,54.47,50.23,BUY
백산,035150.KS,42.07,42.34,52.68,46.85,SELL
이엘피,063760.KS,39.81,42.34,54.48,46.25,SELL
프리엠스,053160.KS,45.06,42.33,50.34,53.04,BUY
안랩,053800.KS,54.52,42.32,53.36,54.28,SELL
삼원강재,023000.KS,64.43,42.31,52.35,50.9,SELL
포스코엠텍,009520.KS,49.37,42.3,55.26,53.49,SELL
아이진,185490.KS,49.1,42.3,57.72,53.49,SELL
로체시스템즈,071280.KS,58.45,42.26,53.13,46.96,SELL
티엔엔터테인먼트,131100.KS,36.45,42.26,55.37,61.15,SELL
딜리,131180.KS,50.91,42.26,52.8,48.42,SELL
광주신세계,037710.KS,17.23,42.24,54.25,53.94,BUY
GH신소재,130500.KS,54.83,42.23,56.71,60.25,SELL
다우데이타,032190.KS,44.68,42.22,52.46,51.69,SELL
유니셈,036200.KS,41.31,42.22,55.15,47.86,SELL
파세코,037070.KS,46.45,42.21,49.11,53.83,BUY
KG스틸,016380.KS,28.98,42.2,51.34,53.38,SELL
아이텍,119830.KS,49.96,42.2,53.69,49.1,SELL
한국큐빅,021650.KS,63.91,42.18,51.45,51.46,SELL
롯데하이마트,071840.KS,54.98,42.16,60.07,63.63,SELL
깨끗한나라,004540.KS,38.41,42.15,56.82,57.43,SELL
JW중외제약,001060.KS,50.49,42.13,51.01,49.44,SELL
카카오,035720.KS,37.47,42.1,55.37,48.42,SELL
효성화학,298000.KS,54.1,42.1,36.09,83.3,WAIT
참엔지니어링,009310.KS,55.45,42.09,56.15,55.63,BUY
케이피엠테크,042040.KS,57.92,42.04,57.83,56.53,SELL
현대코퍼레이션홀딩스,227840.KS,52.61,42.03,50.59,49.0,SELL
삼천리자전거,024950.KS,42.25,42.01,55.26,56.76,WAIT
후성,093370.KS,31.47,41.98,51.57,44.93,SELL
글로본,019660.KS,30.59,41.97,56.04,58.33,SELL
미원에스씨,268280.KS,67.96,41.97,54.29,51.34,SELL
드래곤플라이,030350.KS,52.43,41.96,46.2,72.07,WAIT
루닛,328130.KS,39.49,41.94,52.9,56.3,SELL
웅진씽크빅,095720.KS,69.79,41.92,55.26,49.77,SELL
DSC인베스트먼트,241520.KS,56.58,41.92,53.2,56.31,BUY
네오위즈,095660.KS,64.77,41.91,50.78,49.21,SELL
HLB,028300.KS,42.35,41.88,53.13,51.13,SELL
NAVER,035420.KS,28.06,41.87,53.69,45.16,SELL
풍국주정,023900.KS,53.09,41.87,56.04,59.01,BUY
클리오,237880.KS,57.12,41.86,54.56,54.01,SELL
서울리거,043710.KS,48.59,41.85,55.82,57.21,SELL
화천기공,000850.KS,45.52,41.83,50.89,46.96,SELL
피엠티,147760.KS,53.96,41.82,50.67,45.73,SELL
이스트소프트,047560.KS,64.79,41.79,52.35,55.41,SELL
금호건설,002990.KS,40.03,41.78,56.26,51.69,SELL
HLB이노베이션,024850.KS,47.39,41.78,52.68,55.18,SELL
비트맥스,377030.KS,44.77,41.75,52.11,51.23,SELL
에이스토리,241840.KS,51.31,41.71,53.53,53.78,SELL
베노티앤알,206400.KS,48.66,41.67,56.03,54.6,SELL
한국맥널티,222980.KS,51.07,41.67,55.24,64.09,SELL
바이오다인,314930.KS,77.41,41.66,54.44,52.82,SELL
본느,226340.KS,43.77,41.61,57.16,55.21,SELL
롯데칠성음료,005300.KS,48.97,41.61,53.8,51.35,SELL
비보존 제약,082800.KS,48.5,41.6,57.72,51.69,SELL
웅진,016880.KS,49.68,41.57,55.48,54.28,SELL
에스에너지,095910.KS,47.95,41.57,58.84,55.63,SELL
테크엘,064520.KS,47.71,41.56,55.37,58.22,SELL
신화인터텍,056700.KS,38.05,41.51,56.82,54.28,SELL
제이스코홀딩스,023440.KS,48.1,41.51,54.59,56.87,SELL
태양금속공업,004100.KS,59.85,41.5,53.36,51.24,BUY
멕아이씨에스,058110.KS,62.13,41.47,57.51,59.59,SELL
나노신소재,121600.KS,57.03,41.44,53.24,46.62,SELL
플레이디,237820.KS,31.87,41.42,58.29,54.55,SELL
페이퍼코리아,001020.KS,36.02,41.37,54.03,56.76,BUY
SK텔레콤,017670.KS,52.81,41.36,50.22,53.38,SELL
기업은행,024110.KS,39.35,41.35,50.0,45.95,SELL
동국S&C,100130.KS,56.92,41.3,55.59,53.49,SELL
자연과환경,043910.KS,65.14,41.27,55.93,55.41,SELL
모나용평,070960.KS,21.34,41.26,52.45,56.07,SELL
인지디스플레,037330.KS,43.29,41.26,55.15,55.41,SELL
모다이노칩,080420.KS,53.11,41.26,56.71,53.38,SELL
에프엔에스테크,083500.KS,53.07,41.26,52.36,52.07,SELL
부국철강,026940.KS,54.24,41.23,55.37,50.0,SELL
화인써키트,127980.KS,57.32,41.2,55.56,57.82,SELL
리튬포어스,073570.KS,22.0,41.2,56.15,51.24,SELL
플레이위드,023770.KS,28.25,41.14,53.36,53.38,SELL
엔케이맥스,182400.KS,39.03,41.13,79.79,81.36,WAIT
도이치모터스,067990.KS,48.04,41.12,54.47,54.39,SELL
스타에스엠리츠,204210.KS,27.65,41.08,68.84,65.94,WAIT
한미사이언스,008930.KS,66.62,41.08,48.99,47.07,SELL
상상인증권,001290.KS,45.84,41.06,56.6,53.38,BUY
YTN,040300.KS,73.4,41.05,55.26,48.99,SELL
한국내화,010040.KS,41.26,41.03,54.59,46.51,SELL
디에스케이,109740.KS,48.54,41.02,55.7,54.28,SELL
한탑,002680.KS,39.32,41.02,51.79,58.11,BUY
미래에셋맵스리츠,357250.KS,47.85,41.02,57.92,56.89,SELL
사조산업,007160.KS,43.23,41.01,50.0,48.54,SELL
대상홀딩스,084690.KS,56.53,41.01,50.78,47.41,SELL
초록뱀미디어,047820.KS,54.83,40.98,74.72,78.15,SELL
제이에스티나,026040.KS,36.63,40.93,52.68,53.38,SELL
이노룰스,296640.KS,54.31,40.92,50.82,49.58,BUY
제룡전기,033100.KS,49.15,40.9,52.24,46.62,SELL
기가레인,049080.KS,57.99,40.89,56.39,57.27,SELL
DKME,015590.KS,34.04,40.89,70.58,73.87,WAIT
포니링크,064800.KS,61.32,40.88,54.03,53.27,SELL
NH올원리츠,400760.KS,50.54,40.88,55.99,55.45,SELL
코아시아씨엠,196450.KS,60.97,40.88,53.72,53.51,BUY
에어부산,298690.KS,42.51,40.87,58.51,64.22,SELL
나이벡,138610.KS,59.56,40.86,57.94,43.47,SELL
HDC랩스,039570.KS,30.16,40.86,51.44,51.98,SELL
유안타제16호스팩,474490.KS,30.84,40.86,67.97,56.56,BUY
유투바이오,221800.KS,44.04,40.84,54.67,55.61,BUY
동양에스텍,060380.KS,54.81,40.83,53.69,50.34,SELL
한세실업,105630.KS,60.16,40.83,51.12,57.09,SELL
KT지니뮤직,043610.KS,50.52,40.81,53.91,58.9,SELL
차AI헬스케어,025620.KS,29.62,40.79,56.71,60.14,SELL
엔브이에이치코리아,067570.KS,48.02,40.78,53.91,51.01,SELL
야스,255440.KS,55.48,40.76,54.0,46.62,SELL
TP,007980.KS,55.92,40.76,53.02,52.25,SELL
모바일어플라이언스,087260.KS,65.69,40.73,50.23,56.75,SELL
YBM넷,057030.KS,45.14,40.73,54.25,55.74,SELL
우리바이오,082850.KS,59.35,40.68,55.26,60.02,SELL
KG에코솔루션,151860.KS,54.82,40.65,52.68,43.58,SELL
컬러레이,900310.KS,58.51,40.65,57.53,54.69,SELL
탑코미디어,134580.KS,47.12,40.62,53.47,55.07,SELL
젝시믹스,337930.KS,53.62,40.62,52.99,45.34,SELL
